question_id,question_text,blooms_level,subject,verb_used,difficulty
BLOOM_04355,Identify the term 'OAuth 2.0 Authentication' as defined in standard textbooks. Explain all assumptions made.,Remember,Mathematics & Statistics,Identify,Easy
BLOOM_04356,Apply the principles of TensorFlow Computational Graphs to solve an out-of-memory exception in big data pipelines.,Apply,Physics,Calculate,Medium
BLOOM_04357,Outline four common application scenarios for Redis In-Memory Caching.,Remember,Software Architecture,Outline,Easy
BLOOM_04358,Appraise the robustness of the fault-tolerance mechanism in PostgreSQL Query Optimization.,Evaluate,Software Architecture,Appraise,Hard
BLOOM_04359,Design an end-to-end framework for automated model evaluation in GraphQL vs REST APIs. Provide concrete examples from Business Analytics.,Create,Business Analytics,Design,Hard
BLOOM_04360,Deconstruct and contrast the space vs time complexity of CAP Theorem and OAuth 2.0 Authentication.,Analyze,Machine Learning,Deconstruct,Medium-Hard
BLOOM_04361,Propose an innovative caching strategy to reduce latency in Zero-Knowledge Proofs by 50%.,Create,Software Architecture,Construct,Hard
BLOOM_04362,Validate the statistical significance of test results obtained from Gradient Boosting Decision Trees.,Evaluate,Computer Science,Assess,Hard
BLOOM_04363,Construct the theoretical throughput of RESTful Microservice Mesh when bandwidth is limited to 100 Mbps. Provide concrete examples from Physics.,Apply,Physics,Construct,Medium
BLOOM_04364,Examine the impact of packet loss on Convolutional Neural Networks execution efficiency. Explain all assumptions made.,Analyze,Software Architecture,Analyze,Medium-Hard
BLOOM_04365,Formulate a disaster recovery plan for mission-critical enterprise systems using Apache Spark Distributed Datasets.,Create,Software Architecture,Formulate,Hard
BLOOM_04366,Discuss how error handling is managed within PyTorch Autograd. Explain all assumptions made.,Understand,Electrical Engineering,Discuss,Easy-Medium
BLOOM_04367,Propose an innovative caching strategy to reduce latency in PyTorch Autograd by 50%.,Create,Business Analytics,Formulate,Hard
BLOOM_04368,Examine the security vulnerabilities inherent in implementing CAP Theorem. Provide concrete examples from Computer Science.,Analyze,Computer Science,Examine,Medium-Hard
BLOOM_04369,Name the term 'Transformer Attention Heads' as defined in standard textbooks.,Remember,Physics,Name,Easy
BLOOM_04370,Synthesize existing research on Redis In-Memory Caching to build an improved protocol for TCP/IP Packet Routing.,Create,Database Systems,Formulate,Hard
BLOOM_04371,Propose an end-to-end framework for automated model evaluation in TCP/IP Packet Routing.,Create,Electrical Engineering,Propose,Hard
BLOOM_04372,Demonstrate step-by-step calculations to determine the complexity of Convolutional Neural Networks. Provide concrete examples from Physics.,Apply,Physics,Demonstrate,Medium
BLOOM_04373,Interpret why Redis In-Memory Caching is preferred over Transformer Attention Heads for distributed processing.,Understand,Physics,Interpret,Easy-Medium
BLOOM_04374,Critique whether OAuth 2.0 Authentication or Asynchronous I/O Event Loops is better suited for sub-millisecond query responses.,Evaluate,Database Systems,Critique,Hard
BLOOM_04375,Deconstruct the architecture of TCP/IP Packet Routing into its constituent microservices.,Analyze,Database Systems,Investigate,Medium-Hard
BLOOM_04376,Categorize the bottleneck performance when Linear Regression & Regularization interacts with GraphQL vs REST APIs.,Analyze,Biology & Genomics,Categorize,Medium-Hard
BLOOM_04377,Synthesize existing research on OAuth 2.0 Authentication to build an improved protocol for B-Trees and Indexing. Provide concrete examples from Physics.,Create,Physics,Synthesize,Hard
BLOOM_04378,Validate the statistical significance of test results obtained from PyTorch Autograd.,Evaluate,Biology & Genomics,Recommend,Hard
BLOOM_04379,Appraise the architectural decisions made when deploying Docker & Kubernetes Orchestration on edge devices. Explain all assumptions made.,Evaluate,Chemistry,Appraise,Hard
BLOOM_04380,Investigate empirical benchmark results of Gradient Boosting Decision Trees across different hardware configurations.,Analyze,Cybersecurity,Investigate,Medium-Hard
BLOOM_04381,State the standard definition of Asynchronous I/O Event Loops in modern systems.,Remember,Computer Science,State,Easy
BLOOM_04382,"Given a scenario with high latency, Construct Vector Embeddings & RAG to minimize processing time.",Apply,Database Systems,Construct,Medium
BLOOM_04383,Validate the cost-benefit analysis of cloud deployment for CAP Theorem workloads. Provide concrete examples from Machine Learning.,Evaluate,Machine Learning,Validate,Hard
BLOOM_04384,Construct a python script to process Asynchronous I/O Event Loops using streaming data streams. Provide concrete examples from Software Architecture.,Apply,Software Architecture,Construct,Medium
BLOOM_04385,Critique the architectural decisions made when deploying Redis In-Memory Caching on edge devices.,Evaluate,Mathematics & Statistics,Critique,Hard
BLOOM_04386,Calculate how to scale Apache Spark Distributed Datasets across a multi-node cluster.,Apply,Chemistry,Calculate,Medium
BLOOM_04387,Critique the trade-offs of microservices vs monolithic architecture for B-Trees and Indexing. Provide concrete examples from Physics.,Evaluate,Physics,Critique,Hard
BLOOM_04388,Calculate how to scale Zero-Knowledge Proofs across a multi-node cluster.,Apply,Biology & Genomics,Calculate,Medium
BLOOM_04389,Appraise the robustness of the fault-tolerance mechanism in Asynchronous I/O Event Loops. Provide concrete examples from Biology & Genomics.,Evaluate,Biology & Genomics,Recommend,Hard
BLOOM_04390,Judge whether Redis In-Memory Caching or CAP Theorem is better suited for sub-millisecond query responses.,Evaluate,Computer Science,Judge,Hard
BLOOM_04391,Discuss the core workflow when executing TensorFlow Computational Graphs in production. Explain all assumptions made.,Understand,Business Analytics,Discuss,Easy-Medium
BLOOM_04392,"In your own words, Classify the underlying mechanism of Transformer Attention Heads. Explain all assumptions made.",Understand,Mathematics & Statistics,Classify,Easy-Medium
BLOOM_04393,Apply how to scale MapReduce ETL Pipelines across a multi-node cluster. Provide concrete examples from Business Analytics.,Apply,Business Analytics,Apply,Medium
BLOOM_04394,Use step-by-step calculations to determine the complexity of Garbage Collection Algorithms.,Apply,Data Engineering,Use,Medium
BLOOM_04395,Develop a comprehensive system architecture combining Redis In-Memory Caching and Parquet Columnar Storage. Explain all assumptions made.,Create,Cybersecurity,Develop,Hard
BLOOM_04396,Examine empirical benchmark results of OAuth 2.0 Authentication across different hardware configurations.,Analyze,Computer Science,Examine,Medium-Hard
BLOOM_04397,Develop an end-to-end framework for automated model evaluation in TensorFlow Computational Graphs. Provide concrete examples from Cybersecurity.,Create,Cybersecurity,Develop,Hard
BLOOM_04398,Examine the impact of packet loss on TCP/IP Packet Routing execution efficiency. Provide concrete examples from Data Engineering.,Analyze,Data Engineering,Categorize,Medium-Hard
BLOOM_04399,Implement how to scale Kafka Streaming Queues across a multi-node cluster.,Apply,Biology & Genomics,Implement,Medium
BLOOM_04400,Calculate step-by-step calculations to determine the complexity of CAP Theorem. Provide concrete examples from Biology & Genomics.,Apply,Biology & Genomics,Calculate,Medium
BLOOM_04401,Justify the architectural decisions made when deploying B-Trees and Indexing on edge devices. Explain all assumptions made.,Evaluate,Machine Learning,Justify,Hard
BLOOM_04402,Explain the significance of RESTful Microservice Mesh in real-time data pipelines.,Understand,Computer Science,Explain,Easy-Medium
BLOOM_04403,Describe four common application scenarios for Asynchronous I/O Event Loops.,Remember,Mathematics & Statistics,Describe,Easy
BLOOM_04404,Apply the principles of CAP Theorem to solve an out-of-memory exception in big data pipelines.,Apply,Physics,Calculate,Medium
BLOOM_04405,Interpret the core workflow when executing Convolutional Neural Networks in production.,Understand,Biology & Genomics,Interpret,Easy-Medium
BLOOM_04406,Recommend the cost-benefit analysis of cloud deployment for TensorFlow Computational Graphs workloads. Explain all assumptions made.,Evaluate,Data Engineering,Recommend,Hard
BLOOM_04407,Outline the fundamental principles of B-Trees and Indexing.,Remember,Electrical Engineering,Outline,Easy
BLOOM_04408,Paraphrase the main trade-offs associated with using Consensus Protocols (Raft/Paxos). Provide concrete examples from Electrical Engineering.,Understand,Electrical Engineering,Paraphrase,Easy-Medium
BLOOM_04409,"In your own words, Discuss the underlying mechanism of Transformer Attention Heads.",Understand,Cybersecurity,Discuss,Easy-Medium
BLOOM_04410,Explain how error handling is managed within Vector Embeddings & RAG.,Understand,Machine Learning,Explain,Easy-Medium
BLOOM_04411,Validate the trade-offs of microservices vs monolithic architecture for Zero-Knowledge Proofs.,Evaluate,Computer Science,Validate,Hard
BLOOM_04412,Categorize the bottleneck performance when OAuth 2.0 Authentication interacts with MapReduce ETL Pipelines. Provide concrete examples from Database Systems.,Analyze,Database Systems,Categorize,Medium-Hard
BLOOM_04413,State the fundamental principles of TensorFlow Computational Graphs. Provide concrete examples from Software Architecture.,Remember,Software Architecture,State,Easy
BLOOM_04414,Demonstrate a python script to process Docker & Kubernetes Orchestration using streaming data streams. Provide concrete examples from Database Systems.,Apply,Database Systems,Demonstrate,Medium
BLOOM_04415,Judge the trade-offs of microservices vs monolithic architecture for Consensus Protocols (Raft/Paxos).,Evaluate,Biology & Genomics,Judge,Hard
BLOOM_04416,Recommend the architectural decisions made when deploying TensorFlow Computational Graphs on edge devices.,Evaluate,Database Systems,Recommend,Hard
BLOOM_04417,Apply the principles of Zero-Knowledge Proofs to solve an out-of-memory exception in big data pipelines.,Apply,Computer Science,Calculate,Medium
BLOOM_04418,Appraise the robustness of the fault-tolerance mechanism in Linear Regression & Regularization.,Evaluate,Machine Learning,Critique,Hard
BLOOM_04419,Justify the cost-benefit analysis of cloud deployment for Parquet Columnar Storage workloads.,Evaluate,Cybersecurity,Justify,Hard
BLOOM_04420,Write an algorithm to Demonstrate RESTful Microservice Mesh using data structures from Consensus Protocols (Raft/Paxos). Provide concrete examples from Machine Learning.,Apply,Machine Learning,Demonstrate,Medium
BLOOM_04421,Assess the ethical and privacy implications of running PyTorch Autograd on personal datasets. Explain all assumptions made.,Evaluate,Electrical Engineering,Assess,Hard
BLOOM_04422,Propose an innovative caching strategy to reduce latency in Apache Spark Distributed Datasets by 50%. Provide concrete examples from Chemistry.,Create,Chemistry,Devise,Hard
BLOOM_04423,Recommend the cost-benefit analysis of cloud deployment for Convolutional Neural Networks workloads.,Evaluate,Software Architecture,Recommend,Hard
BLOOM_04424,Compare the security vulnerabilities inherent in implementing TCP/IP Packet Routing.,Analyze,Data Engineering,Compare,Medium-Hard
BLOOM_04425,"Given a scenario with high latency, Calculate Apache Spark Distributed Datasets to minimize processing time.",Apply,Electrical Engineering,Calculate,Medium
BLOOM_04426,List the term 'PostgreSQL Query Optimization' as defined in standard textbooks.,Remember,Physics,List,Easy
BLOOM_04427,Write an algorithm to Implement Garbage Collection Algorithms using data structures from Parquet Columnar Storage.,Apply,Physics,Implement,Medium
BLOOM_04428,Examine the bottleneck performance when Apache Spark Distributed Datasets interacts with OAuth 2.0 Authentication. Provide concrete examples from Data Engineering.,Analyze,Data Engineering,Examine,Medium-Hard
BLOOM_04429,Examine the impact of packet loss on Redis In-Memory Caching execution efficiency. Provide concrete examples from Electrical Engineering.,Analyze,Electrical Engineering,Examine,Medium-Hard
